date,Trust_Score,Stringency_z,Newcase_z,Death_z,Stringency_lag,Trust_lag,Cases_lag,Death_lag,Policy_change,Gap_signed,Gap_abs
2020-09-24,-0.4086467967606839,0.5554262470007367,-0.6491239769063764,-0.6320077589288703,0.47433707026991156,-0.0095524415325769,-0.7047038472908131,-0.6382822110902207,0.08108917673082516,0.9640730437614207,0.9640730437614207
2020-09-25,-0.0485071058706314,0.5554262470007367,-0.6383414430893106,-0.6189762079837159,0.47433707026991156,-0.4086467967606839,-0.7067148305083499,-0.6320077589288703,0.08108917673082516,0.6039333528713682,0.6039333528713682
2020-09-26,-0.0485071058706314,0.5554262470007367,-0.6263195206378863,-0.6209068175082569,0.47433707026991156,-0.0485071058706314,-0.7059911929818935,-0.6189762079837159,0.08108917673082516,0.6039333528713682,0.6039333528713682
2020-10-02,-0.0050860083874336,0.5554262470007367,-0.5469556977187859,-0.5798815551482528,0.47433707026991156,-0.0485071058706314,-0.7018572904947555,-0.6209068175082569,0.08108917673082516,0.5605122553881703,0.5605122553881703
2020-10-03,-0.0786171456007833,0.5554262470007367,-0.5242671672455608,-0.5620234919091088,0.47433707026991156,-0.0050860083874336,-0.6976714106788138,-0.5798815551482528,0.08108917673082516,0.63404339260152,0.63404339260152
2020-10-04,-0.4806747349386943,0.5554262470007367,-0.49813639090023093,-0.5456133915720525,0.47433707026991156,-0.0786171456007833,-0.6910787406967251,-0.5620234919091088,0.08108917673082516,1.036100981939431,1.036100981939431
2020-10-05,-1.2729820548968096,0.5554262470007367,-0.47871822869628183,-0.5345124501514391,0.47433707026991156,-0.4806747349386943,-0.6606781282032815,-0.5456133915720525,0.08108917673082516,1.8284083018975463,1.8284083018975463
2020-10-06,-0.0934419663853535,0.5554262470007367,-0.45900819130466936,-0.531133900759537,0.47433707026991156,-1.2729820548968096,-0.6491239769063764,-0.5345124501514391,0.08108917673082516,0.6488682133860902,0.6488682133860902
2020-10-14,-0.1606727500562355,0.12372847159922135,-0.33601047604372214,-0.3863388774607513,0.47433707026991156,-0.0934419663853535,-0.6383414430893106,-0.531133900759537,-0.3506085986706902,0.28440122165545684,0.28440122165545684
2020-10-15,-0.0196959305994272,0.12372847159922135,-0.3285502286750283,-0.3694461305012412,0.47433707026991156,-0.1606727500562355,-0.6263195206378863,-0.3863388774607513,-0.3506085986706902,0.14342440219864855,0.14342440219864855
2020-10-16,-0.2934020956758671,0.12372847159922135,-0.3231649530594892,-0.3636543019276181,0.47433707026991156,-0.0196959305994272,-0.5469556977187859,-0.3694461305012412,-0.3506085986706902,0.41713056727508846,0.41713056727508846
